model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
KNN_All,0.8306478156874899,0.762920314066944,0.639335633253608,0.4892294810029121,0.39384983070873075,0.32858910347152,0.2816478029755898,0.24649864578545824,0.21910990736485253,0.19719891662836664
