model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
KNN_All,0.27601809954751133,0.44004524886877827,0.5222473604826555,0.5454374057315243,0.554939668174963,0.5556938159879343,0.5563402283990526,0.5563402283990526,0.5563402283990526,0.5563402283990526
