model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_NoDemo,0.3395124197324724,0.6055684747433421,0.7816394966199864,0.8597946613596796,0.907698669446512,0.941890370744915,0.9631727863058156,0.9779790732290274,0.9864532493629771,0.992689472911574
