model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGAT,0.4738581593242988,0.6356246855166185,0.6642803909293835,0.6042954017319552,0.5402250734422074,0.487229142268552,0.44465298661336955,0.41236499104078705,0.38843118946553334,0.3722261648343546
