model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_Grouped,0.7356088835475767,0.8241142274689693,0.8398376670287755,0.8440725652540226,0.8458988520708809,0.8465829919292268,0.8471023629400485,0.8474465583071001,0.8477009624656837,0.8477460075107288
