model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
KNN_All,0.42141222330143313,0.7383261309855254,0.9012095092977089,0.9178516254062903,0.9229532533936506,0.9243941640012281,0.9243941640012281,0.9246214367285008,0.9246214367285008,0.9246214367285008
