model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
KNN_All,0.17873303167420818,0.35942684766214233,0.5257918552036214,0.5717948717948723,0.549531351001942,0.4970282984988858,0.4490070387129219,0.405594405594407,0.36955985191279367,0.33942452720733307
