model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_Grouped,0.4702015322006875,0.6527067835520437,0.6903321453300426,0.6199141270830572,0.5507895433712205,0.49520762863868206,0.4507007761013111,0.41502956552809056,0.38993093706562276,0.3728082862764587
