model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
LightGCN,0.41733506845996404,0.7196969737114151,0.8902780048682862,0.91848525337905,0.9377085270883608,0.9565386564207113,0.9762394001557511,0.9848453604925858,0.9922347391773767,0.9971229618899228
