model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
LightGCN,0.8147061643801372,0.7423557927022131,0.6285697714946392,0.48711032084486705,0.4004663692646721,0.34143332350832994,0.2990274740285239,0.2693068693565442,0.24799176885571902,0.2346996369942195
