model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_NoDemo,0.6866318259012181,0.7717372934536102,0.7941592695053895,0.8019238742248987,0.8053090919078576,0.8074479247918209,0.8081648397812533,0.8089667749982465,0.8090668750983466,0.8091119201433917
