fold,item,train_degree,embedding_norm
0,1,4,3.2618443965911865
0,2,9,2.447249174118042
0,5,5,3.4086596965789795
0,6,3,2.5543627738952637
0,8,2,2.233027696609497
0,11,3,2.9392032623291016
0,12,4,2.0419530868530273
0,13,4,2.249905824661255
0,14,3,2.4364593029022217
0,20,2,0.7277578115463257
0,22,4,2.5943191051483154
0,25,4,2.475149154663086
0,30,4,2.963073492050171
0,31,3,2.736903190612793
0,32,4,2.5221354961395264
0,33,2,2.902047634124756
0,38,3,2.677652597427368
0,39,7,3.034105062484741
0,40,5,2.9270596504211426
0,44,4,2.6005053520202637
0,46,4,2.4802281856536865
0,49,5,2.650052070617676
0,55,4,2.64631986618042
0,58,3,2.3817131519317627
0,59,3,2.61771821975708
0,60,5,2.952418088912964
0,62,4,2.6376535892486572
0,63,4,3.2610397338867188
0,64,7,2.734286069869995
0,65,3,2.599717617034912
0,69,6,2.648554801940918
0,72,5,2.888252019882202
0,78,5,1.8666638135910034
0,80,2,0.4020054042339325
0,81,4,2.728671073913574
0,82,4,2.637233257293701
0,89,4,2.824854612350464
0,90,6,2.762448310852051
0,91,5,2.7872989177703857
0,93,2,0.46284711360931396
0,94,7,2.9286928176879883
0,95,4,2.5526130199432373
0,96,5,2.5326380729675293
0,97,5,2.848594903945923
0,98,4,2.9601359367370605
0,99,3,3.141230821609497
0,101,5,2.2708232402801514
0,103,4,2.66217041015625
0,104,3,2.6259500980377197
0,105,4,2.588409900665283
0,106,3,3.280996561050415
0,108,4,2.6167335510253906
0,112,4,2.8114640712738037
0,113,8,2.3632891178131104
0,118,5,2.5743348598480225
0,121,4,3.120262861251831
0,122,4,3.239121437072754
0,123,5,2.1534218788146973
0,127,3,2.625182867050171
0,128,4,2.4198050498962402
0,129,4,2.276409149169922
0,132,4,2.898205280303955
0,134,5,0.27536025643348694
0,135,3,0.4042035937309265
0,136,7,2.987081289291382
0,137,4,2.835237503051758
0,140,4,0.32691508531570435
0,142,5,0.2950570583343506
0,143,7,0.2293994128704071
0,148,5,0.15633268654346466
0,149,5,0.5458917021751404
0,155,4,1.9183498620986938
0,157,5,0.7072442770004272
0,158,1,0.7636573314666748
0,164,5,0.216378852725029
0,166,7,0.6273972988128662
0,168,5,3.041411876678467
0,169,3,0.5749354958534241
0,173,4,2.5656254291534424
0,174,2,2.1991066932678223
0,176,5,3.208394765853882
0,177,3,2.7985007762908936
0,183,6,2.6340277194976807
0,184,5,2.853564739227295
0,185,3,2.6718637943267822
0,186,7,2.9978106021881104
0,189,4,2.7837893962860107
0,191,6,2.6007256507873535
0,192,3,2.9618780612945557
0,193,4,2.8553390502929688
0,194,3,2.561833620071411
0,195,6,2.58490252494812
0,196,5,2.682209014892578
0,198,6,2.825427293777466
0,201,3,2.834444284439087
0,203,4,2.895479440689087
0,205,5,2.872659921646118
0,206,4,2.892942190170288
0,208,4,2.3594884872436523
0,210,5,3.0124378204345703
0,215,5,2.981360673904419
0,216,5,2.5585601329803467
0,220,5,1.8895059823989868
0,221,5,2.7356715202331543
0,222,4,0.277022123336792
0,224,5,0.5791561007499695
0,227,5,0.1692211776971817
0,229,7,2.5128326416015625
0,230,3,2.3179194927215576
0,231,3,0.6223069429397583
0,235,5,2.396672248840332
0,239,4,0.47620752453804016
0,243,5,0.5264425277709961
0,248,8,2.0464282035827637
0,249,4,2.6372766494750977
0,250,5,2.382913589477539
0,253,3,1.495949387550354
0,257,5,2.868194103240967
0,259,5,2.5194783210754395
0,261,4,2.7099924087524414
0,264,5,2.888158082962036
0,270,3,3.137674570083618
0,271,4,2.8286752700805664
0,272,14,3.784597873687744
0,273,5,2.485661506652832
0,275,5,2.688074827194214
0,278,5,2.3957700729370117
0,283,4,2.964876651763916
0,285,4,3.0199174880981445
0,286,3,2.993911027908325
0,288,3,0.23130646347999573
0,289,5,1.9176429510116577
0,293,5,2.5527889728546143
0,294,4,2.543867826461792
0,295,4,2.443028450012207
0,297,7,3.3534889221191406
0,298,5,2.7982773780822754
0,301,7,2.7150254249572754
0,306,2,2.6245360374450684
0,308,3,0.4335812032222748
0,310,4,2.5557546615600586
0,314,5,2.734837532043457
0,315,5,2.780644178390503
0,316,4,2.8518683910369873
0,317,5,0.5496089458465576
0,318,4,0.354470819234848
0,319,4,0.2582533061504364
0,321,4,2.207793951034546
0,325,2,0.2853032052516937
0,326,4,0.06740260124206543
0,327,1,2.513517379760742
0,330,4,0.570604145526886
0,333,5,2.831049919128418
0,336,5,0.5429151654243469
0,338,4,2.080709457397461
0,339,5,0.4232942461967468
0,340,3,0.20657898485660553
0,342,1,0.1788444072008133
0,343,5,2.071908473968506
0,346,5,2.819951057434082
0,347,4,0.2694545090198517
0,348,5,2.237990379333496
0,351,3,0.2925174832344055
0,354,4,2.428140640258789
0,356,5,2.8833274841308594
0,357,6,2.1349282264709473
0,359,4,2.803676128387451
0,360,3,0.2388443499803543
0,362,2,1.2231003046035767
0,364,3,2.1662757396698
0,365,4,0.12239370495080948
0,366,5,2.763205051422119
0,368,3,1.4234519004821777
0,375,3,2.453199625015259
0,379,6,2.8834760189056396
0,380,3,2.29770565032959
0,381,3,0.2875257432460785
0,383,6,2.0033316612243652
0,385,5,1.9839215278625488
0,387,4,2.576491355895996
0,390,7,2.6485421657562256
0,393,5,3.0771403312683105
0,394,5,2.51548433303833
0,397,5,3.0092051029205322
0,398,4,2.812196969985962
0,400,5,2.6649718284606934
0,402,5,2.4511919021606445
0,407,4,3.0820329189300537
0,410,3,2.364114999771118
0,414,3,2.5944747924804688
0,415,5,2.5807223320007324
0,416,3,2.826127767562866
0,418,2,3.1928162574768066
0,421,3,2.776989221572876
0,424,2,2.658684253692627
0,426,4,2.8085687160491943
0,429,3,2.9491777420043945
0,430,4,3.1148455142974854
0,432,2,3.36698579788208
0,434,6,2.888989210128784
0,438,4,2.637145757675171
0,439,4,2.4619030952453613
0,444,4,2.228252410888672
0,446,6,2.659107208251953
0,447,4,3.289395332336426
0,453,4,2.5322842597961426
0,455,4,2.751923084259033
0,459,3,2.7462449073791504
0,461,5,2.8038113117218018
0,464,4,2.7599070072174072
0,466,3,2.5289828777313232
0,471,9,2.6535258293151855
0,474,3,2.984881639480591
0,475,5,2.792300224304199
0,476,3,2.658869981765747
0,477,14,3.7760510444641113
0,479,2,2.8557543754577637
0,480,5,2.552407741546631
0,481,5,2.9707977771759033
0,482,3,2.677448272705078
0,483,4,2.965747117996216
0,484,3,2.7043633460998535
0,493,2,2.6938836574554443
0,494,4,2.4452064037323
0,495,1,2.43656063079834
0,498,4,2.901820659637451
0,500,5,2.8075058460235596
0,502,5,2.9225566387176514
0,504,5,2.357551336288452
0,506,6,3.455139398574829
0,507,6,2.6959803104400635
0,508,5,2.929666757583618
0,509,3,3.0485947132110596
0,510,4,3.6373167037963867
0,512,1,2.939767837524414
0,513,4,2.5793163776397705
0,514,2,2.9816720485687256
0,518,7,2.8634114265441895
0,520,3,2.7791900634765625
0,521,5,2.6251368522644043
0,523,7,2.7554447650909424
0,524,4,2.844986915588379
0,527,4,2.7933402061462402
0,530,3,2.3511147499084473
0,532,5,3.073359727859497
0,533,4,2.8923137187957764
0,534,6,2.6562082767486572
0,535,5,2.6126675605773926
0,536,5,2.5385797023773193
0,538,3,2.7012059688568115
0,539,5,2.7204203605651855
0,540,5,3.50296688079834
0,541,4,2.5255966186523438
0,542,3,2.6423532962799072
0,544,4,2.5454623699188232
0,546,3,3.447932004928589
0,550,4,3.18032169342041
0,551,4,2.3604204654693604
0,553,3,3.3212108612060547
0,554,5,2.625098943710327
0,555,5,2.793067693710327
0,556,3,2.8760488033294678
0,557,5,2.839869499206543
0,559,3,2.832519769668579
0,560,4,2.92244029045105
0,562,5,2.725276231765747
0,563,3,2.5399045944213867
0,566,5,2.661707639694214
0,567,5,2.4329800605773926
0,572,3,2.8391361236572266
0,575,3,3.108844757080078
0,576,5,2.486142873764038
0,579,6,3.35355806350708
0,581,2,2.504016637802124
0,584,3,3.0107829570770264
0,585,4,2.889200448989868
0,594,6,2.670320510864258
0,595,5,3.435237407684326
0,597,4,3.017305612564087
0,598,4,2.7472312450408936
0,599,4,2.875370740890503
0,601,4,2.5681681632995605
0,608,2,3.1018245220184326
0,609,6,2.9099574089050293
0,611,5,2.910905122756958
0,612,3,2.9464614391326904
0,613,4,3.1280202865600586
