model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
LightGCN,0.8147061643801372,0.8771451327311339,0.886613166464022,0.8894715243794014,0.8906605584720207,0.8910423380050704,0.8917616034326329,0.892161717488084,0.8923140574671077,0.8924045570576074
