model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGAT_Visual_Fusion,0.7345171226378189,0.6750035348142485,0.5883340479286898,0.4772098792479193,0.397271030128116,0.34122086727576917,0.2995623240056663,0.2698306698529475,0.24946782886748653,0.23609248227437885
