model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_Visual,0.7580641680180316,0.7078739532928888,0.6207566760237475,0.49590303561771554,0.4103346634981989,0.3489207512900022,0.3042662635813667,0.2725205340361601,0.2506914174481282,0.23664279308373679
