model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_Visual_Fusion,0.7582051277894764,0.8338299365626579,0.8519741233748037,0.8557422314544147,0.8573923098381414,0.8583824511646035,0.8588401566287714,0.8590106396117545,0.8591111947123095,0.8592033625682387
