model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGATv2_Visual,0.48553551940143336,0.672176394717854,0.7041303346439853,0.628591744578004,0.5602532269175127,0.5020350284550842,0.4545709515079558,0.41827170523828333,0.3916258149451212,0.3735510612170848
