model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGAT_Visual_Fusion,0.7345171226378189,0.8186402930488095,0.8356773802145947,0.8409216098622292,0.8425664606766352,0.8437778345905732,0.844172988226134,0.8445171932462918,0.8447731032141597,0.8449102091952811
