model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGAT_Visual_Fusion,0.36909469525345556,0.6554336552197642,0.8352722388507503,0.8985130694525626,0.9323870390802348,0.9574790620907695,0.9722017807722143,0.9837922358476014,0.9921248125274953,0.9960964818274871
