model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGAT_Visual,0.7625395929302957,0.8378021992984014,0.8519755657793651,0.8570064645768829,0.8586581964072172,0.8596481977984889,0.860171597538735,0.8604022807997552,0.8606564642878366,0.8608397596454014
