model,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
HeteroGAT_Visual,0.4921947564096597,0.6630953928820988,0.6796038397350912,0.6086924175292399,0.5430862971797227,0.48885455806441447,0.446272407365121,0.4138210042267268,0.38974388897182466,0.37309439983509096
